repo_name,provider,has_pipeline_state,run_started_at,run_completed_at,run_duration_sec,pipeline_completed,n_stages,stage_sequence
null-results-as-alignment-signals-858f,codex,True,2026-08-03T17:21:47.477609Z,2026-08-03T17:50:37.273797Z,1729.796188,False,2,resource_finder|experiment_runner
null-alignment-matrix-diagnosing-when-56ad,codex,True,2026-08-04T00:09:32.654803Z,2026-08-04T01:03:33.754384Z,3241.099581,False,2,resource_finder|experiment_runner
dialing-up-misalignment-systematic-c2b3,codex,True,2026-08-04T21:17:25.145702Z,2026-08-04T21:17:25.630498Z,0.484796,False,1,resource_finder
reverse-alignment-characterizing-46f6,codex,True,2026-08-05T01:48:35.194260Z,2026-08-05T03:25:56.089632Z,5840.895372,False,2,resource_finder|experiment_runner
reverse-nulls-diagnosing-the-hidden-732a,codex,True,2026-08-05T15:32:54.406600Z,2026-08-05T16:48:56.473738Z,4562.067138,False,2,resource_finder|experiment_runner
systematic-hypothesis-testing-of-null-f70b,codex,True,2026-08-05T17:42:55.221614Z,2026-08-05T19:46:09.000230Z,7393.778616,True,2,resource_finder|experiment_runner
adaptive-experimental-design-ead2,codex,True,2026-08-05T22:35:15.130680Z,2026-08-05T23:48:30.221777Z,4395.091097,True,2,resource_finder|experiment_runner
systematically-probing-alignment-null-843e,codex,True,2026-08-06T16:14:42.235079Z,2026-08-06T19:18:15.767208Z,11013.532129,True,2,resource_finder|experiment_runner
quantifying-the-null-intervention-c064,codex,True,2026-08-07T16:19:34.058938Z,2026-08-07T17:27:51.375416Z,4097.316478,False,2,resource_finder|experiment_runner
diagnosing-experimental-insensitivity-c74f,codex,True,2026-08-07T19:16:40.249477Z,2026-08-07T22:35:51.813476Z,11951.563999,True,2,resource_finder|experiment_runner
when-should-an-ai-ask-for-clarification-f275-claude,codex,True,2026-08-19T20:13:14.586590Z,2026-08-20T03:54:17.886338Z,27663.299748,True,2,resource_finder|experiment_runner
when-should-an-ai-ask-for-clarification-59b5-codex,codex,True,2026-08-19T20:28:34.012542Z,2026-08-19T21:10:38.163316Z,2524.150774,True,2,resource_finder|experiment_runner
fixed-points-of-ai-revision-a756,codex,True,2026-08-19T21:29:28.968908Z,2026-08-20T01:16:43.470813Z,13634.501905,True,2,resource_finder|experiment_runner
can-powerful-models-help-with-difficult-3a0f-codex,codex,True,2026-08-20T02:06:22.111264Z,2026-08-20T02:45:51.016556Z,2368.905292,True,2,resource_finder|experiment_runner
preference-understanding-9cf3-codex,codex,True,2026-08-20T02:15:14.508431Z,2026-08-20T03:03:24.581392Z,2890.072961,True,2,resource_finder|experiment_runner
preference-understanding-8cc6-claude,codex,True,2026-08-20T02:36:17.736802Z,2026-08-20T04:03:48.614137Z,5250.877335,False,2,resource_finder|experiment_runner
